timestamp,program,flag,execution_time,pkg_energy,pp0,pp1,dram,psys
Wed Jun  1 17:58:03 2022,callback001,-O0,545.064000,10.008972,5.956787,0.000000,0.893494,0.000000
Wed Jun  1 17:58:09 2022,callback001,-O0,545.539000,9.881042,5.869812,0.000000,0.893005,0.000000
Wed Jun  1 17:58:16 2022,callback001,-O0,546.413000,9.976501,5.929443,0.000000,0.894836,0.000000
Wed Jun  1 17:58:22 2022,callback001,-O0,544.096000,9.872559,5.865906,0.000000,0.890625,0.000000
Wed Jun  1 17:58:31 2022,callback001,-O0,546.616000,10.081238,6.000488,0.000000,0.897278,0.000000
Wed Jun  1 17:58:46 2022,callback001,-O0,553.493000,10.055786,5.977234,0.000000,0.905151,0.000000
Wed Jun  1 17:58:58 2022,callback001,-O0,544.214000,9.936829,5.905029,0.000000,0.890198,0.000000
Wed Jun  1 17:59:07 2022,callback001,-O0,546.263000,10.018616,5.997192,0.000000,0.901123,0.000000
Wed Jun  1 17:59:24 2022,callback001,-O0,555.346000,10.116516,5.999268,0.000000,0.905457,0.000000
Wed Jun  1 17:59:32 2022,callback001,-O0,547.127000,10.060669,5.979065,0.000000,0.896729,0.000000
Wed Jun  1 17:59:47 2022,callback001,-O0,546.827000,9.929260,5.897522,0.000000,0.894531,0.000000
Wed Jun  1 18:00:12 2022,callback001,-O0,546.198000,10.034973,5.990479,0.000000,0.896790,0.000000
Wed Jun  1 18:00:26 2022,callback001,-O0,552.585000,10.353760,6.251526,0.000000,0.926514,0.000000
Wed Jun  1 18:00:49 2022,callback001,-O0,545.404000,9.882690,5.859619,0.000000,0.891907,0.000000
Wed Jun  1 18:01:36 2022,callback001,-O0,551.882000,10.504028,6.437805,0.000000,0.946655,0.000000
Wed Jun  1 18:02:02 2022,callback001,-O0,544.990000,10.001831,5.980652,0.000000,0.896057,0.000000
Wed Jun  1 18:02:45 2022,callback001,-O0,548.152000,9.979675,5.934998,0.000000,0.894958,0.000000
Wed Jun  1 18:03:10 2022,callback001,-O0,544.456000,9.927063,5.898254,0.000000,0.890381,0.000000
Wed Jun  1 18:03:35 2022,callback001,-O0,544.764000,9.963135,5.920471,0.000000,0.891724,0.000000
Wed Jun  1 18:03:43 2022,callback001,-O0,547.161000,9.902222,5.866455,0.000000,0.895630,0.000000
Wed Jun  1 18:04:14 2022,callback001,-O0,546.048000,9.997742,5.955261,0.000000,0.894470,0.000000
Wed Jun  1 18:05:09 2022,callback001,-O0,544.274000,9.916321,5.893188,0.000000,0.889648,0.000000
Wed Jun  1 18:05:20 2022,callback001,-O0,546.422000,10.123840,6.022949,0.000000,0.897278,0.000000
Wed Jun  1 18:05:44 2022,callback001,-O0,545.527000,9.967590,5.926819,0.000000,0.893860,0.000000
Wed Jun  1 18:05:59 2022,callback001,-O0,544.237000,10.064148,5.995056,0.000000,0.891296,0.000000
Wed Jun  1 18:06:42 2022,callback001,-O0,544.887000,9.927063,5.903564,0.000000,0.889954,0.000000
Wed Jun  1 18:07:00 2022,callback001,-O0,546.809000,9.940002,5.915771,0.000000,0.895386,0.000000
Wed Jun  1 18:07:25 2022,callback001,-O0,546.244000,9.974792,5.941040,0.000000,0.896790,0.000000
Wed Jun  1 18:07:44 2022,callback001,-O0,563.775000,10.447876,6.315308,0.000000,0.959778,0.000000
Wed Jun  1 18:08:02 2022,callback001,-O0,553.262000,9.994751,5.931519,0.000000,0.901672,0.000000
Wed Jun  1 18:08:39 2022,callback001,-O0,549.370000,10.385742,6.350098,0.000000,0.933411,0.000000
Wed Jun  1 18:09:06 2022,callback001,-O0,544.132000,9.871338,5.871460,0.000000,0.889099,0.000000
Wed Jun  1 18:09:29 2022,callback001,-O0,553.604000,10.022827,5.955933,0.000000,0.904358,0.000000
Wed Jun  1 18:10:32 2022,callback001,-O0,545.325000,9.957397,5.906128,0.000000,0.891663,0.000000
Wed Jun  1 18:11:12 2022,callback001,-O0,544.234000,9.871033,5.870911,0.000000,0.888855,0.000000
Wed Jun  1 18:11:37 2022,callback001,-O0,545.449000,9.890442,5.875977,0.000000,0.894409,0.000000
Wed Jun  1 18:11:44 2022,callback001,-O0,549.157000,9.994690,5.952576,0.000000,0.900085,0.000000
Wed Jun  1 18:12:04 2022,callback001,-O0,548.704000,10.393555,6.349121,0.000000,0.935852,0.000000
Wed Jun  1 18:12:17 2022,callback001,-O0,544.711000,9.809143,5.845154,0.000000,0.891296,0.000000
Wed Jun  1 18:12:30 2022,callback001,-O0,546.107000,10.007874,5.984253,0.000000,0.897278,0.000000
Wed Jun  1 18:12:36 2022,callback001,-O0,555.756000,10.050598,5.963806,0.000000,0.905090,0.000000
Wed Jun  1 18:13:05 2022,callback001,-O0,544.787000,9.782593,5.828491,0.000000,0.893433,0.000000
Wed Jun  1 18:13:34 2022,callback001,-O0,548.091000,9.982117,5.971130,0.000000,0.901550,0.000000
Wed Jun  1 18:13:50 2022,callback001,-O0,546.728000,9.888611,5.900879,0.000000,0.897339,0.000000
Wed Jun  1 18:13:59 2022,callback001,-O0,548.259000,9.842407,5.842896,0.000000,0.897217,0.000000
Wed Jun  1 18:14:26 2022,callback001,-O0,544.904000,9.925537,5.899048,0.000000,0.890686,0.000000
Wed Jun  1 18:14:38 2022,callback001,-O0,547.248000,9.888062,5.856201,0.000000,0.895264,0.000000
Wed Jun  1 18:14:45 2022,callback001,-O0,547.014000,10.097473,6.005432,0.000000,0.895935,0.000000
Wed Jun  1 18:15:14 2022,callback001,-O0,548.291000,10.154907,6.074829,0.000000,0.901245,0.000000
Wed Jun  1 18:15:42 2022,callback001,-O0,546.301000,10.145264,6.031982,0.000000,0.893799,0.000000
Wed Jun  1 18:15:57 2022,callback001,-O0,565.998000,10.506897,6.293091,0.000000,0.938843,0.000000
Wed Jun  1 18:16:24 2022,callback001,-O0,544.579000,9.917664,5.899719,0.000000,0.892761,0.000000
Wed Jun  1 18:16:48 2022,callback001,-O0,548.664000,9.992065,5.928101,0.000000,0.898865,0.000000
Wed Jun  1 18:17:05 2022,callback001,-O0,545.440000,10.034790,5.967102,0.000793,0.893005,0.000000
Wed Jun  1 18:17:30 2022,callback001,-O0,547.014000,9.963135,5.913574,0.000000,0.892517,0.000000
Wed Jun  1 18:17:51 2022,callback001,-O0,548.297000,9.851440,5.836975,0.000000,0.896057,0.000000
Wed Jun  1 18:18:03 2022,callback001,-O0,545.418000,9.904419,5.875183,0.000000,0.893250,0.000000
Wed Jun  1 18:18:28 2022,callback001,-O0,548.374000,10.057312,6.002197,0.000000,0.901978,0.000000
Wed Jun  1 18:18:38 2022,callback001,-O0,544.476000,9.946167,5.947998,0.000000,0.892517,0.000000
Wed Jun  1 18:18:45 2022,callback001,-O0,549.450000,9.895630,5.872009,0.000000,0.898865,0.000000
Wed Jun  1 18:19:12 2022,callback001,-O0,547.041000,10.182739,6.139893,0.000000,0.909729,0.000000
Wed Jun  1 18:19:20 2022,callback001,-O0,547.121000,10.005188,5.945679,0.000000,0.894897,0.000000
Wed Jun  1 18:19:39 2022,callback001,-O0,547.178000,9.959961,5.917725,0.000000,0.896118,0.000000
Wed Jun  1 18:19:52 2022,callback001,-O0,548.025000,9.959656,5.905151,0.000000,0.898010,0.000000
Wed Jun  1 18:20:04 2022,callback001,-O0,547.047000,9.997437,5.963989,0.000000,0.899170,0.000000
Wed Jun  1 18:20:35 2022,callback001,-O0,547.625000,10.010437,5.945679,0.000000,0.899048,0.000000
Wed Jun  1 18:20:44 2022,callback001,-O0,554.875000,10.170410,6.075012,0.000000,0.909058,0.000000
Wed Jun  1 18:20:52 2022,callback001,-O0,546.522000,10.007996,5.955811,0.000000,0.894104,0.000000
Wed Jun  1 18:21:37 2022,callback001,-O0,546.392000,10.015808,5.950684,0.000000,0.894592,0.000000
Wed Jun  1 18:21:48 2022,callback001,-O0,544.786000,9.939575,5.918945,0.000000,0.892151,0.000000
Wed Jun  1 18:22:00 2022,callback001,-O0,544.599000,9.927307,5.902039,0.000000,0.892090,0.000000
Wed Jun  1 18:22:29 2022,callback001,-O0,548.651000,10.019897,5.960876,0.000000,0.899719,0.000000
Wed Jun  1 18:22:48 2022,callback001,-O0,545.891000,10.002625,5.944580,0.000000,0.894836,0.000000
Wed Jun  1 18:23:13 2022,callback001,-O0,546.980000,9.957214,5.905640,0.000000,0.895996,0.000000
Wed Jun  1 18:23:45 2022,callback001,-O0,547.060000,9.999146,5.924377,0.000000,0.895386,0.000000
Wed Jun  1 18:23:52 2022,callback001,-O0,545.704000,9.969971,5.919861,0.000000,0.891602,0.000000
Wed Jun  1 18:24:05 2022,callback001,-O0,544.352000,10.184204,6.099609,0.000000,0.894104,0.000000
Wed Jun  1 18:24:19 2022,callback001,-O0,545.496000,9.840820,5.840393,0.000000,0.893188,0.000000
Wed Jun  1 18:24:42 2022,callback001,-O0,547.963000,10.016541,5.965637,0.000000,0.897461,0.000000
Wed Jun  1 18:24:55 2022,callback001,-O0,574.479000,10.357483,6.100342,0.000000,0.942322,0.000000
Wed Jun  1 18:25:31 2022,callback001,-O0,546.827000,10.067993,5.982300,0.000000,0.895935,0.000000
Wed Jun  1 18:26:12 2022,callback001,-O0,546.917000,10.071838,5.998474,0.000000,0.898193,0.000000
Wed Jun  1 18:26:21 2022,callback001,-O0,545.707000,9.956909,5.902344,0.000000,0.893921,0.000000
Wed Jun  1 18:26:33 2022,callback001,-O0,543.953000,9.941711,5.906677,0.000000,0.890320,0.000000
Wed Jun  1 18:26:54 2022,callback001,-O0,547.690000,10.099304,6.035522,0.000000,0.900146,0.000000
Wed Jun  1 18:27:23 2022,callback001,-O0,548.695000,10.032471,5.975281,0.000000,0.900879,0.000000
Wed Jun  1 18:27:41 2022,callback001,-O0,543.954000,10.047302,6.019592,0.000000,0.894165,0.000000
Wed Jun  1 18:28:18 2022,callback001,-O0,546.959000,10.023865,5.948730,0.000000,0.895508,0.000000
Wed Jun  1 18:28:33 2022,callback001,-O0,544.986000,9.933228,5.902161,0.000000,0.892151,0.000000
Wed Jun  1 18:28:54 2022,callback001,-O0,546.430000,10.002930,5.931213,0.000000,0.895142,0.000000
Wed Jun  1 18:29:32 2022,callback001,-O0,545.858000,9.997437,5.956543,0.000000,0.893311,0.000000
Wed Jun  1 18:29:53 2022,callback001,-O0,547.349000,10.079163,6.031372,0.000000,0.900024,0.000000
Wed Jun  1 18:30:04 2022,callback001,-O0,645.456000,11.372498,6.584534,0.000000,1.031616,0.000000
Wed Jun  1 18:31:01 2022,callback001,-O0,548.206000,10.146057,6.055115,0.000000,0.899231,0.000000
Wed Jun  1 18:31:27 2022,callback001,-O0,548.819000,10.630859,6.572876,0.000000,0.904602,0.000000
Wed Jun  1 18:32:12 2022,callback001,-O0,546.209000,10.100891,6.020874,0.000000,0.895142,0.000000
Wed Jun  1 18:32:39 2022,callback001,-O0,545.145000,10.071411,5.982422,0.000000,0.892090,0.000000
Wed Jun  1 18:32:45 2022,callback001,-O0,546.675000,10.178711,6.062927,0.000000,0.895569,0.000000
Wed Jun  1 18:33:08 2022,callback001,-O0,544.000000,10.004211,5.957031,0.000000,0.891357,0.000000
Wed Jun  1 18:33:25 2022,callback001,-O0,546.674000,10.244141,6.101501,0.000000,0.896912,0.000000
